IMO/LR/IHS No.,MMSI,Name of Ship,Built,Deadweight,Length,GT,Total HP Main Eng
9724192,563029700,LOWLANDS NELLO,2015-06,"82,014",229.000,"43,439","11,883"
9629110,563033000,EVER LOVELY,2015-06,"104,357",334.800,"99,946","76,233"
9786712,563033800,KOTA PAHLAWAN,2017-10,"132,647",330.000,"113,976","57,579"
9786724,563034800,KOTA PANJANG,2017-11,"132,791",330.000,"113,976","57,579"
9416989,563079000,NYK ROMULUS,2010-04,"65,883",294.120,"55,487","69,870"
9387449,563119000,NYK JOANNA,2009-02,"34,532",210.000,"27,003","29,540"
9629031,563143000,EVER LIVING,2013-08,"104,652",334.800,"99,946","76,233"
9722314,563220000,THEMIS,2016-06,"23,786",199.970,"75,283","21,155"
9632026,563234000,APL FULLERTON,2014-03,"177,408",397.560,"168,423","84,336"
9632038,563247000,APL ESPLANADE,2014-04,"150,936",368.500,"151,015","84,336"
9632040,563251000,APL SENTOSA,2014-04,"150,166",368.000,"151,015","84,336"
9176565,563262000,BOHEME,1999-03,"28,360",227.900,"67,264","22,240"
9614505,563324000,SHENGKING,2013-09,"30,813",199.900,"25,483","18,436"
9051375,563329000,COUGAR ACE,1993-10,"18,922",199.530,"55,328","15,901"
9367607,563358000,CANOPUS LEADER,2009-03,"17,382",179.900,"51,917","19,198"
9737527,563445000,STARLING,2016-07,"74,033",228.000,"43,188","13,134"
9674804,563569000,ALAM SETIA,2013-10,"36,320",176.500,"21,699","9,245"
9367592,563610000,MORNING NINNI,2008-10,"17,372",179.900,"51,917","21,509"
9635810,563621000,BW PUMA,2013-11,"49,999",183.130,"29,737","9,844"
9675509,563622000,BW LIONESS,2014-01,"49,999",183.070,"29,737","9,844"
9403310,563637000,PIS PARAGON,2009-04,"45,920",179.880,"28,193","12,599"
9372810,563710000,POLARIS LEADER,2009-04,"17,406",179.900,"51,917","19,198"
9218650,563722000,APL ENGLAND,2001-02,"67,987",277.000,"65,792","74,639"
9218662,563726000,APL SCOTLAND,2001-05,"67,987",277.255,"65,792","74,639"
9218674,563754000,APL HOLLAND,2001-07,"67,987",277.260,"65,792","74,639"
9416991,563758000,NYK RUMINA,2010-06,"66,171",294.120,"55,487","69,870"
9604134,563982000,EVER LIVELY,2014-02,"104,004",334.980,"98,830","76,233"
9614529,563991000,SIANGTAN,2013-12,"31,756",199.900,"25,483","18,436"
9726487,564015000,TORM TIMOTHY,2015-11,"49,757",183.000,"29,484","9,948"
9466025,564081000,TORM AMALIE,2011-02,"49,999",183.200,"30,241","13,542"
9674816,564126000,ALAM SINAR,2014-01,"36,320",176.500,"21,699","9,245"
9460887,564254000,MORNING CLARA,2009-09,"18,638",199.900,"60,213","19,463"
9082934,564362000,DON JUAN,1995-11,"15,199",199.110,"55,598","22,240"
9168831,564384000,EVER UBERTY,1999-01,"63,216",285.000,"69,246","66,124"
9134268,564386000,EVER DEVOTE,1998-05,"55,604",294.130,"52,090","66,124"
9196955,564442000,EVER ULYSSES,2000-06,"63,216",285.000,"69,246","66,124"
9466013,564452000,TORM AGNETE,2010-09,"49,999",183.300,"30,241","13,542"
9403035,564548000,ATLANTIC TULUM,2008-05,"58,802",189.990,"32,379","11,421"
9176577,564614000,ELEKTRA,1999-05,"28,126",227.950,"67,264","22,240"
9238466,564724000,THOR INFINITY,2002-02,"52,383",189.990,"30,303","10,605"
9138525,564753000,DON QUIJOTE,1998-02,"28,142",227.900,"67,141","22,240"
9291391,564756000,THOR MAXIMUS,2005-10,"55,695",190.000,"30,743","11,160"
9303924,564798000,THOR MENELAUS,2006-08,"55,710",190.000,"30,743","11,160"
9481051,564893000,VIKING CORAL,2011-02,"12,588",167.232,"39,362","15,037"
9664263,564913000,TOKYO TRADER,2014-06,"13,102",147.900,"9,932","9,381"
9664275,564933000,TAIPEI TRADER,2014-08,"13,063",147.900,"9,932","9,381"
9188817,564943000,VIKING DRIVE,2000-03,"10,817",164.000,"33,831","13,581"
9694464,564966000,BW PANTHER,2014-06,"49,999",183.100,"29,737","9,844"
9196967,564995000,EVER UNICORN,2000-09,"63,400",285.000,"69,246","66,124"
9544592,565018000,MAERSK MESSINA,2009-06,"48,056",179.990,"28,777","12,889"
9336854,565232000,ATLANTIC YUCATAN,2006-10,"55,863",189.900,"30,822","11,150"
9312834,565344000,MORNING CHORUS,2007-01,"21,276",199.990,"57,536","19,415"
9315238,565451000,MAERSK SEBAROK,2007-06,"87,534",318.410,"79,702","85,546"
9284740,565503000,CENTAURUS LEADER,2004-11,"21,471",199.940,"62,195","21,128"
9321031,565559000,MOL PROSPERITY,2006-09,"72,968",293.190,"71,902","85,546"
9342499,565570000,MAERSK ALTAIR,2007-09,"122,405",337.600,"109,534","83,991"
9342504,565661000,MAERSK ANTARES,2007-12,"122,138",337.600,"109,534","83,991"
9342516,565747000,MAERSK ALFIRK,2008-02,"122,405",337.600,"109,534","83,991"
9342528,565819000,MAERSK ALGOL,2008-04,"122,110",337.600,"109,534","83,991"
9673018,565824000,VIKING ADVENTURE,2015-01,"18,372",199.900,"62,106","19,415"
9338888,565835000,PROMETHEUS LEADER,2008-03,"14,382",190.030,"41,886","15,411"
9527996,565895000,SENTOSA BULKER,2010-04,"32,755",179.900,"20,809","8,810"
9530670,565934000,ASIA EMERALD II,2010-09,"57,802",189.990,"33,045","12,889"
9367578,565947000,LORD VISHNU,2008-06,"17,341",179.900,"51,917","19,198"
9722302,566044000,THEBEN,2016-04,"23,786",199.970,"75,283","21,155"
9605798,566087000,TOSCA,2013-01,"22,585",199.990,"61,106","19,463"
9122655,566088000,DON CARLOS,1997-07,"28,142",227.900,"67,141","22,240"
9611278,566097000,AQUITANIA,2012-05,"35,938",179.955,"24,166","9,381"
9589798,566157000,ULTRA DYNAMIC,2011-07,"61,412",199.980,"34,798","11,489"
9179725,566184000,MANON,1999-09,"28,360",227.900,"67,264","22,240"
9578787,566238000,IKAN PARANG,2011-10,"56,618",189.990,"33,010","12,889"
9727429,566267000,CRIMSON ACE,2015-04,"81,759",228.990,"43,008","13,134"
9690896,566288000,FENGTIEN,2015-05,"39,782",179.960,"24,785","8,226"
9536818,566300000,GAIA LEADER,2011-11,"21,286",199.940,"62,838","21,128"
9578799,566349000,ATLANTIC MERIDA,2012-01,"56,670",189.990,"33,010","12,889"
9307009,566389000,OOCL KAOHSIUNG,2006-03,"66,940",280.540,"66,462","77,769"
9462017,566409000,APL SOUTHAMPTON,2012-04,"131,358",347.050,"128,929","73,582"
9462029,566410000,APL SALALAH,2012-06,"131,477",347.030,"128,929","73,582"
9070450,566441000,TURANDOT,1995-01,"15,199",199.110,"55,598","22,240"
9462031,566482000,APL YANGSHAN,2012-09,"131,229",347.090,"128,929","73,582"
9462043,566483000,APL BARCELONA,2012-10,"131,197",347.380,"128,929","73,582"
9514987,566485000,VIKING EMERALD,2012-05,"12,459",167.250,"39,454","15,037"
9607198,566554000,BW HAWK,2015-06,"49,999",183.000,"29,768","9,844"
9576789,566572000,REINHOLD SCHULTE,2012-08,"25,583",177.580,"19,793","11,869"
9726437,566645000,SAVITA NAREE,2016-07,"62,971",199.900,"36,416","11,557"
9464039,566699000,CHINTANA NAREE,2013-01,"33,945",182.500,"23,670","10,686"
9324320,566700000,BW ORINOCO,2007-11,"76,580",228.600,"43,797","16,680"
9601302,566704000,APL PARIS,2012-11,"131,097",347.400,"128,929","73,582"
9601314,566705000,APL DUBLIN,2012-12,"131,204",347.290,"128,929","73,582"
9767558,566735000,ATLANTIC MANZANILLO,2016-04,"63,590",199.980,"35,832","10,279"
9367176,566747000,OOCL KUALA LUMPUR,2007-03,"66,940",280.540,"66,462","77,769"
9367205,566748000,OOCL ITALY,2007-06,"66,940",280.540,"66,462","77,769"
9595503,566794000,EVER LEADER,2013-01,"104,504",334.982,"98,830","76,233"
9651280,566826000,SUNNY PUTNEY,2013-02,"74,940",225.000,"40,350","11,829"
9595515,566853000,EVER LEGACY,2013-03,"104,341",334.980,"98,830","76,233"
9597484,566879000,APL NEW YORK,2013-04,"108,550",328.200,"109,712","69,435"
9597496,566950000,APL BOSTON,2013-06,"115,105",328.200,"109,712","69,435"
9597501,566951000,APL PHOENIX,2013-07,"115,075",328.200,"109,712","69,435"
9597513,566952000,APL SAVANNAH,2013-09,"115,026",328.200,"109,712","69,435"
9597525,566953000,APL COLUMBUS,2014-01,"115,017",328.200,"109,712","69,435"
9597537,566956000,APL HOUSTON,2014-03,"115,096",328.200,"109,712","69,435"
9597563,566959000,APL SANTIAGO,2014-03,"115,077",328.200,"109,712","69,435"
9632208,566960000,APL DETROIT,2014-03,"115,019",328.200,"109,712","69,435"
9632210,566961000,APL MEXICO CITY,2014-06,"115,024",328.200,"109,712","69,435"
9393319,566998000,HYUNDAI LOYALTY,2009-02,"95,810",339.600,"94,479","109,998"
9385025,566999000,HYUNDAI NEW YORK,2009-07,"72,982",293.200,"71,786","85,546"
9323649,567461000,MAYUREE NAREE,2008-01,"30,193",178.700,"19,891","8,810"
9310006,576229000,KEN REI,2006-08,"31,866",175.530,"19,781","9,300"
9355537,576327000,HOKUETSU USHAKA,2008-03,"60,527",210.000,"49,186","13,150"
9758765,577149000,AREQUIPA QUEEN,2016-03,"51,024",182.980,"30,598","10,387"
9713399,577297000,SEA HOPE,2015-02,"37,687",179.970,"23,274","9,272"
9553127,577364000,HK CHALLENGER,2010-05,"58,656",209.940,"49,549","12,889"
9153551,636010789,EURO SPIRIT,1998-03,"15,483",188.000,"46,346","15,521"
9185047,636011280,UNITED SPIRIT,2000-04,"14,067",174.980,"37,949","14,401"
9260902,636011627,AEGIALI,2002-10,"67,009",278.940,"66,573","77,769"
9289178,636012425,XANTHOS,2005-02,"61,369",213.360,"35,711","13,610"
9302621,636012808,YM UTMOST,2006-10,"101,597",335.000,"90,389","93,358"
9318149,636013157,ORPHEAS,2007-05,"167,282",274.180,"84,796","25,370"
9403621,636013456,APL NORWAY,2007-09,"72,807",295.180,"71,867","85,546"
9444285,636013457,APL AUSTRIA,2007-11,"72,807",295.180,"71,867","85,546"
9350018,636013521,APL MINNESOTA,2008-06,"72,912",293.180,"71,787","85,546"
9350020,636013522,APL NEW JERSEY,2008-09,"72,912",293.180,"71,787","85,546"
9374167,636013578,NANAUMI,2008-06,"93,549",234.880,"50,933","16,642"
8907888,636013649,HUMBOLDT BAY,1990-01,"11,633",148.500,"9,070","9,198"
9337470,636013692,YM UTILITY,2009-01,"103,646",333.200,"90,507","93,358"
9337482,636013693,YM UNIFORM,2009-03,"103,646",333.200,"90,507","93,358"
9353254,636013694,YM EMINENCE,2008-04,"52,773",268.800,"42,741","54,438"
9353266,636013695,YM ELIXIR,2008-06,"51,870",268.800,"42,741","54,438"
9353278,636013697,YM ENHANCER,2008-10,"52,773",268.800,"42,741","54,438"
9353280,636013698,YM EFFICIENCY,2009-01,"52,773",268.800,"42,741","54,438"
9353292,636013699,YM ETERNITY,2009-03,"52,773",268.800,"42,741","54,438"
9430179,636014085,FPMC 18,2009-05,"46,829",184.950,"30,174","12,889"
9473133,636014243,AGIOS SOSTIS,2009-09,"75,658",225.000,"41,342","13,868"
9461087,636014302,KM KEELUNG,2010-02,"82,072",228.990,"42,942","18,436"
9470911,636014318,GLENDA MEGAN,2009-08,"47,147",183.170,"29,130","11,690"
9532771,636014410,APL TURKEY,2009-09,"72,912",293.200,"71,787","85,546"
9312315,636014425,THETIS,2004-07,"28,432",169.260,"16,960","7,954"
9438523,636014557,YM MANDATE,2010-05,"83,200",300.000,"73,675","77,768"
9438535,636014558,YM MATURITY,2010-07,"83,200",299.200,"73,675","77,768"
9051820,636014615,CAR STAR,1993-09,"16,253",195.540,"43,790","14,697"
9484912,636014622,TEAM ALLEGRO,2012-12,"46,184",182.900,"27,220","11,149"
9573660,636014743,PACIFIC DIAMOND,2010-10,"47,917",179.900,"28,778","12,889"
9450741,636014796,BALTIC BREEZE,2010-10,"34,386",180.000,"23,456","10,741"
9450765,636014798,GENCO MARE,2011-07,"34,428",180.000,"23,456","10,741"
9382970,636014804,WORLD HARMONY,2009-04,"74,200",228.000,"41,676","16,642"
9382982,636014805,CHANTAL,2009-05,"74,329",228.127,"41,676","16,642"
9460564,636014807,KALAMAS,2011-01,"105,391",228.600,"55,909","18,436"
9588469,636014869,NORDIC ZENITH,2011-11,"158,645",274.390,"81,509","25,370"
9236535,636014968,YM PORTLAND,2003-12,"58,254",286.270,"51,364","59,714"
9455870,636014996,YM MUTUALITY,2011-04,"81,145",305.600,"76,787","77,799"
9457737,636014997,YM MOBILITY,2011-05,"81,145",305.600,"76,787","77,799"
9484936,636015019,EXPRESS ROME,2011-04,"122,961",349.000,"113,973","93,323"
9484948,636015020,EXPRESS ATHENS,2011-05,"122,959",349.000,"113,973","93,323"
9484895,636015036,TEAM AMORINA,2012-03,"46,184",182.900,"27,220","11,149"
9468217,636015110,COPACABANA,2011-04,"37,202",177.850,"22,863","10,156"
9592240,636015176,AQUALEGEND,2012-01,"115,571",248.970,"61,237","18,436"
9601833,636015178,AQUALEGACY,2012-02,"115,764",248.970,"61,237","18,436"
9484998,636015182,YM MILESTONE,2011-10,"81,145",305.600,"76,787","77,799"
9485007,636015183,YM MASCULINITY,2012-04,"81,145",305.600,"76,787","77,799"
9533995,636015304,STENA SURPRISE,2012-05,"158,491",274.200,"81,299","25,370"
9618501,636015352,TURQUOISE OCEAN,2011-08,"38,529",183.000,"24,020","10,741"
9577068,636015361,SCF PACIFICA,2011-01,"74,554",228.480,"42,208","18,436"
9231779,636015496,MEXICO,2002-02,"66,686",294.100,"53,453","55,893"
9465265,636015506,MSC VEGA,2012-01,"148,580",366.460,"141,635","98,218"
9476927,636015559,ULTRA GUJARAT,2012-03,"61,671",199.980,"33,910","11,150"
9493236,636015627,WOODGATE,2011-05,"28,219",169.370,"17,025","7,954"
9315379,636015743,ARCHIMIDIS,2006-04,"103,717",317.800,"89,776","93,323"
9315381,636015744,AGAMEMNON,2007-01,"103,772",317.870,"89,776","93,323"
9624237,636015819,GALAXY ACE,2012-10,"18,878",199.970,"59,583","20,530"
9641857,636015871,SUNNY SMILE,2013-01,"95,768",234.980,"50,625","17,607"
9520625,636015874,VALENTIA BLUE,2013-01,"58,086",189.990,"32,309","11,421"
9532800,636015912,ANL GIPPSLAND,2013-02,"90,799",320.370,"87,865","87,150"
9355185,636015949,PRIMROSE ACE,2007-04,"17,339",199.990,"59,952","20,516"
9308807,636015992,CSAV RIO GRANDE,2007-02,"12,315",182.800,"46,800","19,334"
9308792,636015993,LAKE KIVU,2006-11,"12,322",182.800,"46,800","19,334"
9325180,636015994,CSAV RIO NEVADO,2007-09,"12,322",182.800,"46,800","19,334"
9637155,636016038,HYUNDAI PLATINUM,2013-06,"63,014",255.400,"52,467","36,872"
9539212,636016096,ONYX ACE,2012-02,"18,529",199.990,"60,131","19,463"
9192260,636016173,BLUE SUN,2000-03,"105,856",248.000,"57,680","19,461"
9332884,636016200,HYUNDAI LONG BEACH,2009-01,"72,982",293.180,"71,786","87,285"
9280861,636016204,KOWLOON BAY,2004-07,"66,597",294.100,"53,453","55,851"
9664885,636016242,YM MODESTY,2013-11,"72,370",293.180,"71,821","72,059"
9626675,636016262,INDIAN GOODWILL,2014-02,"75,398",225.000,"42,576","15,053"
9695016,636016305,SKYROS,2014-06,"112,171",299.920,"94,930","49,544"
9297876,636016423,MSC BHAVYA,2005-08,"66,799",294.100,"54,771","69,992"
9297864,636016424,MSC ANYA,2005-06,"66,821",294.100,"54,771","69,992"
9227297,636016434,MSC ANISHA R.,2002-01,"53,328",281.030,"45,803","69,930"
9227314,636016436,MSC ZLATA R,2002-05,"53,452",281.000,"45,803","69,930"
9227326,636016437,MSC VIDISHA R.,2002-08,"53,462",281.030,"45,803","69,930"
9154206,636016457,MSC ISHYKA,1997-12,"33,985",208.000,"25,713","24,421"
9141297,636016476,MSC ROCHELLE,1997-11,"62,200",294.130,"53,324","55,803"
9689172,636016497,GENCO WEATHERLY,2014-07,"61,556",199.900,"34,570","11,054"
9344631,636016646,SAN PORTLAND,2007-07,"28,142",186.370,"22,914","26,675"
9344679,636016647,CAP PALLISER,2007-12,"28,219",186.350,"22,914","26,675"
9344655,636016648,CAP PASLEY,2007-10,"28,202",186.390,"22,914","26,675"
9718911,636016708,YANGZE 7,2014-11,"63,523",199.900,"36,426","10,945"
9307334,636016731,TAVROPOS,2006-01,"61,204",213.360,"35,711","13,610"
9699036,636016819,NAUTICAL HILARY,2015-06,"63,531",199.900,"36,324","10,945"
9294501,636016964,BLESSED LUCK,2004-04,"76,704",225.000,"40,052","12,549"
9710244,636016986,ANTHEA Y,2015-08,"111,884",299.890,"94,416","56,287"
9293179,636016999,MSC MIRELLA,2005-02,"64,513",294.100,"58,289","69,992"
9742900,636017060,GOLDWAY,2016-09,"154,781",277.000,"81,545","20,514"
9363950,636017062,CLOVER ACE,2008-11,"17,280",199.990,"60,065","20,516"
9384564,636017066,RED SUN,2008-12,"115,325",243.800,"59,177","18,436"
9740457,636017103,MAERSK SKARSTIND,2016-02,"111,614",300.000,"93,702","50,128"
9331165,636017176,IRENES WAVE,2008-01,"67,797",276.200,"66,199","74,699"
9229403,636017294,NEW CENTURY 2,2001-11,"16,837",199.990,"52,863","15,200"
9498365,636018138,AAL SINGAPORE,2011-10,"32,134",193.800,"23,930","15,799"
9448140,636018168,SIEM SOCRATES,2010-05,"12,300",182.800,"47,090","19,334"
9216987,636090915,RIO BLACKWATER,2000-11,"68,121",274.760,"65,059","74,705"
9318058,636090966,E. R. TEXAS,2006-10,"100,680",334.070,"91,649","93,323"
9320685,636091079,UTE,2007-02,"65,965",294.100,"53,481","55,919"
9311880,636091088,LETO,2006-08,"42,200",220.300,"35,881","35,717"
9330343,636091196,LONDON STAR,2006-10,"73,869",228.600,"41,966","15,350"
9318101,636091231,LLOYD DON PASCUALE,2007-01,"101,477",334.070,"91,649","93,332"
9322504,636091237,NEWARK,2006-12,"44,132",222.500,"35,573","39,265"
9369734,636091270,MSC BREMEN,2007-03,"67,033",294.150,"54,605","62,215"
9322516,636091307,NORO,2007-04,"44,164",222.500,"35,573","35,279"
9344643,636091380,CAP PALMERSTON,2007-08,"28,186",186.360,"22,914","26,675"
9344667,636091434,CAP PATTON,2007-10,"28,178",186.370,"22,914","26,675"
9349801,636091473,MSC CORDOBA,2008-02,"63,352",274.980,"50,963","54,343"
9348675,636091506,MEMPHIS,2008-02,"68,618",294.040,"54,675","55,920"
9348687,636091595,CHICAGO,2008-05,"68,411",294.030,"54,675","55,920"
9477347,636091690,POLYNESIA,2010-01,"17,157",161.290,"16,137","17,185"
9450301,636091717,NORTHERN PRACTISE,2009-06,"59,352",264.350,"47,855","49,707"
9535175,636092079,MOL GUARDIAN,2011-11,"71,416",275.070,"59,307","61,046"
9469572,636092147,CMA CGM ALASKA,2011-01,"146,113",366.040,"140,259","98,218"
9447902,636092168,PARIS EXPRESS,2011-06,"153,514",366.060,"140,259","88,592"
9484455,636092271,MSC RAPALLO,2011-10,"154,538",365.800,"143,521","98,218"
9267754,636092312,INDUSTRIAL ROYAL,2005-07,"10,536",134.520,"8,963","9,789"
9349796,636092391,MSC MONTEREY,2007-09,"63,397",274.980,"50,963","54,343"
9252187,636092413,DS PROMOTER,2002-11,"70,392",228.500,"39,272","13,610"
9539664,636092696,RHL CONSCIENTIA,2012-05,"58,197",259.900,"48,799","49,272"
